ID,Display name,Ox,Oy
52423,1,537770.5,166356.5
52350,1,538960.2,167853.3
51388,1,538431.6,168893.3
50753,1,537698.1,166283.1
50728,1,546194.3,163706.8
48939,1,537174.2,167500.7
48662,1,542630.9,170599.4
48334,1,536633.5,169438.8
48153,1,540506.6,166646.7
47746,1,538842.0,168023.4
47415,1,536358.3,168995.5
47092,1,537358.4,168923.8
47017,1,537029.6,168024.6
46827,1,539568.8,165430.2
46377,1,547247.1,167927.7
45788,1,546242.1,164784.4
45747,1,544844.1,169900.3
45657,1,536269.0,169183.4
45278,1,540692.2,166228.0
44693,1,545081.3,170593.9
44536,1,536136.3,168916.0
44310,1,535197.7,170666.2
43142,1,538932.2,168605.9
43140,1,539635.8,168527.8
42292,1,539075.2,168407.3
42241,1,540206.9,165037.7
39845,1,536773.1,167880.4
39802,1,534846.9,168893.4
39107,1,547019.3,165974.1
39095,1,535659.0,169141.9
38045,1,545210.6,167935.1
37852,1,538679.7,168047.1
37418,1,542860.7,171249.1
37392,1,536482.5,169772.7
37153,1,546960.1,169891.6
36484,1,543233.1,164654.2
35699,1,546574.5,166352.3
35486,1,539086.7,165331.7
35204,1,540189.5,165076.5
33867,1,537904.5,166381.5
33384,1,536510.0,168536.2
31858,1,539100.7,168337.4
31355,1,543044.9,170841.1
30908,1,547306.5,165919.1
30845,1,539048.6,168462.5
30709,1,537957.2,165056.0
30568,1,546922.8,169554.3
29754,1,538189.1,166248.9
29676,1,535744.2,169212.9
29063,1,546983.9,166250.7
28687,1,536917.3,168242.5
28406,1,546015.8,167810.1
27602,1,540602.8,171237.8
26508,1,545261.2,167609.1
25463,1,542964.7,171245.4
25052,1,538950.2,167316.7
24966,1,542755.2,170935.1
24962,1,542637.1,170952.1
24924,1,537677.1,165695.5
24419,1,546015.2,168919.8
24133,1,536384.8,169636.4
24015,1,536318.1,169682.1
23311,1,536438.9,169662.8
23297,1,537693.9,165612.2
22652,1,538794.5,166512.4
21742,1,544303.2,171349.0
21004,1,539170.7,166932.9
20816,1,537324.2,167742.3
20165,1,540381.4,165932.8
19822,1,536801.7,168758.5
19631,1,542629.5,167625.0
19268,1,536791.1,168229.8
18746,1,536220.0,167533.4
